"Survey Number","Name of State / UT","Latitude","Longitude","Class","Owner"
"987","Gujarat","22.2587","71.1924","Residential Area","Jasmine Srivastava"
"257","Haryana","29.0588","76.0856","Non-Agricultural","Kavita Trivedi"
"784","Himachal Pradesh","31.1048","77.1734","Residential Area","Mohan Verma"
"519","Jammu and Kashmir","33.7782","76.5762","Agricultural Area","Neha Agarwal"
"269","Karnataka","15.3173","75.7139","Agricultural Area","Pooja Bhatia"
"517","Kerala","10.8505","76.2711","Residential Area","Rahul Chopra"
"456","Ladakh","34.2996","78.2932","Non-Agricultural","Riya Das"
"876","Madhya Pradesh","22.9734","78.6569","Agricultural Area","Sahil Gupta"
"566","Maharashtra","19.7515","75.7139","Agricultural Area","Sakshi Jain"
"689","Manipur","24.6637","93.9063","Residential Area","Sanjay Khanna"
"468","Mizoram","23.1645","92.9376","Agricultural Area","Shreya Kumar"
"860","Odisha","20.9517","85.0985","Agricultural Area","Tanvi Mehta"
"257","Puducherry","11.9416","79.8083","Residential Area","Varun Patel"
"885","Punjab","31.1471","75.3412","Residential Area","Yash Sharma"
"876","Rajasthan","27.0238","74.2179","Non-Agricultural","Aarav Agarwal"
"635","Tamil Nadu","11.1271","78.6569","Agricultural Area","Aarti Bhatia"
"971","Telengana","18.1124","79.0193","Agricultural Area","Aditya Chopra"
"855","Uttar Pradesh","26.8467","80.9462","Agricultural Area","Alisha Das"
"748","Uttarakhand","30.0668","79.0193","Agricultural Area","Anika Gupta"
"264","West Bengal","22.9868","87.855","Non-Agricultural","Arjun Jain"
"237","Andaman and Nicobar Islands","11.7401","92.6586","Residential Area","Ayush Khanna"
"609","Andhra Pradesh","15.9129","79.74","Non-Agricultural","Chetan Kumar"
"852","Bihar","25.0961","85.3131","Agricultural Area","Deepak Mehta"
"658","Chandigarh","30.7333","76.7794","Non-Agricultural","Divya Patel"
"459","Chhattisgarh","21.2787","81.8661","Residential Area","Gaurav Sharma"
"411","Delhi","28.7041","77.1025","Agricultural Area","Ishaan Singh"
"561","Goa","15.2993","74.124","Residential Area","Jasmine Srivastava"
"857","Gujarat","22.2587","71.1924","Non-Agricultural","Kavita Trivedi"
"454","Haryana","29.0588","76.0856","Residential Area","Mohan Verma"
"384","Himachal Pradesh","31.1048","77.1734","Non-Agricultural","Neha Agarwal"
"197","Jammu and Kashmir","33.7782","76.5762","Agricultural Area","Pooja Bhatia"
"142","Karnataka","15.3173","75.7139","Non-Agricultural","Rahul Chopra"
"763","Kerala","10.8505","76.2711","Non-Agricultural","Riya Das"
"826","Ladakh","34.2996","78.2932","Residential Area","Sahil Gupta"
"457","Madhya Pradesh","22.9734","78.6569","Agricultural Area","Sakshi Jain"
"592","Maharashtra","19.7515","75.7139","Residential Area","Sanjay Khanna"
"931","Manipur","24.6637","93.9063","Agricultural Area","Shreya Kumar"
"223","Mizoram","23.1645","92.9376","Residential Area","Tanvi Mehta"
"659","Odisha","20.9517","85.0985","Agricultural Area","Varun Patel"
"714","Puducherry","11.9416","79.8083","Non-Agricultural","Yash Sharma"
"567","Punjab","31.1471","75.3412","Non-Agricultural","Aarav Agarwal"
"649","Rajasthan","27.0238","74.2179","Residential Area","Aarti Bhatia"
"511","Tamil Nadu","11.1271","78.6569","Non-Agricultural","Aditya Chopra"
"901","Telengana","18.1124","79.0193","Agricultural Area","Alisha Das"
"392","Uttar Pradesh","26.8467","80.9462","Agricultural Area","Anika Gupta"
"134","Uttarakhand","30.0668","79.0193","Agricultural Area","Arjun Jain"
"545","West Bengal","22.9868","87.855","Non-Agricultural","Ayush Khanna"
"398","Andaman and Nicobar Islands","11.7401","92.6586","Agricultural Area","Chetan Kumar"
"593","Andhra Pradesh","15.9129","79.74","Agricultural Area","Deepak Mehta"
"794","Bihar","25.0961","85.3131","Agricultural Area","Divya Patel"
"733","Chandigarh","30.7333","76.7794","Residential Area","Gaurav Sharma"
"974","Chhattisgarh","21.2787","81.8661","Non-Agricultural","Ishaan Singh"
"263","Delhi","28.7041","77.1025","Residential Area","Jasmine Srivastava"
"436","Goa","15.2993","74.124","Non-Agricultural","Kavita Trivedi"
"671","Gujarat","22.2587","71.1924","Agricultural Area","Mohan Verma"
"684","Haryana","29.0588","76.0856","Agricultural Area","Neha Agarwal"
"434","Himachal Pradesh","31.1048","77.1734","Agricultural Area","Pooja Bhatia"
"870","Jammu and Kashmir","33.7782","76.5762","Non-Agricultural","Rahul Chopra"
"470","Karnataka","15.3173","75.7139","Non-Agricultural","Riya Das"
"336","Kerala","10.8505","76.2711","Agricultural Area","Sahil Gupta"
"330","Ladakh","34.2996","78.2932","Non-Agricultural","Sakshi Jain"
"479","Madhya Pradesh","22.9734","78.6569","Agricultural Area","Sanjay Khanna"
"835","Maharashtra","19.7515","75.7139","Non-Agricultural","Shreya Kumar"
"245","Manipur","24.6637","93.9063","Agricultural Area","Tanvi Mehta"
"500","Mizoram","23.1645","92.9376","Agricultural Area","Varun Patel"
"474","Odisha","20.9517","85.0985","Non-Agricultural","Yash Sharma"
"274","Puducherry","11.9416","79.8083","Agricultural Area","Aarav Agarwal"
"681","Punjab","31.1471","75.3412","Non-Agricultural","Aarti Bhatia"
"989","Rajasthan","27.0238","74.2179","Non-Agricultural","Aditya Chopra"
"307","Tamil Nadu","11.1271","78.6569","Residential Area","Alisha Das"
"959","Telengana","18.1124","79.0193","Non-Agricultural","Anika Gupta"
"451","Uttar Pradesh","26.8467","80.9462","Non-Agricultural","Arjun Jain"
"273","Uttarakhand","30.0668","79.0193","Non-Agricultural","Ayush Khanna"
"210","West Bengal","22.9868","87.855","Agricultural Area","Chetan Kumar"
"134","Andaman and Nicobar Islands","11.7401","92.6586","Residential Area","Deepak Mehta"
"209","Andhra Pradesh","15.9129","79.74","Residential Area","Divya Patel"
"166","Bihar","25.0961","85.3131","Residential Area","Gaurav Sharma"
"325","Chandigarh","30.7333","76.7794","Agricultural Area","Ishaan Singh"
"484","Chhattisgarh","21.2787","81.8661","Agricultural Area","Jasmine Srivastava"
"348","Delhi","28.7041","77.1025","Residential Area","Kavita Trivedi"
"894","Goa","15.2993","74.124","Residential Area","Mohan Verma"
"433","Gujarat","22.2587","71.1924","Residential Area","Neha Agarwal"
"718","Haryana","29.0588","76.0856","Non-Agricultural","Pooja Bhatia"
"129","Himachal Pradesh","31.1048","77.1734","Non-Agricultural","Rahul Chopra"
"943","Jammu and Kashmir","33.7782","76.5762","Residential Area","Riya Das"
"653","Karnataka","15.3173","75.7139","Non-Agricultural","Sahil Gupta"
"767","Kerala","10.8505","76.2711","Non-Agricultural","Sakshi Jain"
"926","Ladakh","34.2996","78.2932","Residential Area","Sanjay Khanna"
"348","Madhya Pradesh","22.9734","78.6569","Non-Agricultural","Shreya Kumar"
"122","Maharashtra","19.7515","75.7139","Residential Area","Tanvi Mehta"
"658","Manipur","24.6637","93.9063","Residential Area","Varun Patel"
"611","Mizoram","23.1645","92.9376","Non-Agricultural","Yash Sharma"
"184","Odisha","20.9517","85.0985","Agricultural Area","Aarav Agarwal"
"104","Puducherry","11.9416","79.8083","Residential Area","Aarti Bhatia"
"279","Punjab","31.1471","75.3412","Non-Agricultural","Aditya Chopra"
"520","Rajasthan","27.0238","74.2179","Non-Agricultural","Alisha Das"
"467","Tamil Nadu","11.1271","78.6569","Residential Area","Anika Gupta"
"679","Telengana","18.1124","79.0193","Residential Area","Arjun Jain"
"143","Uttar Pradesh","26.8467","80.9462","Non-Agricultural","Ayush Khanna"
"108","Uttarakhand","30.0668","79.0193","Non-Agricultural","Chetan Kumar"
"538","West Bengal","22.9868","87.855","Non-Agricultural","Deepak Mehta"
"148","Andaman and Nicobar Islands","11.7401","92.6586","Agricultural Area","Divya Patel"
"266","Andhra Pradesh","15.9129","79.74","Agricultural Area","Gaurav Sharma"
"857","Bihar","25.0961","85.3131","Agricultural Area","Ishaan Singh"
"626","Chandigarh","30.7333","76.7794","Non-Agricultural","Jasmine Srivastava"
"533","Chhattisgarh","21.2787","81.8661","Agricultural Area","Kavita Trivedi"
"987","Delhi","28.7041","77.1025","Agricultural Area","Mohan Verma"
"255","Goa","15.2993","74.124","Agricultural Area","Neha Agarwal"
"922","Gujarat","22.2587","71.1924","Agricultural Area","Pooja Bhatia"
"821","Haryana","29.0588","76.0856","Residential Area","Rahul Chopra"
"135","Himachal Pradesh","31.1048","77.1734","Agricultural Area","Riya Das"
"231","Jammu and Kashmir","33.7782","76.5762","Residential Area","Sahil Gupta"
"894","Karnataka","15.3173","75.7139","Residential Area","Sakshi Jain"
"541","Kerala","10.8505","76.2711","Agricultural Area","Sanjay Khanna"
"765","Ladakh","34.2996","78.2932","Non-Agricultural","Shreya Kumar"
"141","Madhya Pradesh","22.9734","78.6569","Non-Agricultural","Tanvi Mehta"
"221","Maharashtra","19.7515","75.7139","Residential Area","Varun Patel"
"793","Manipur","24.6637","93.9063","Agricultural Area","Yash Sharma"
"561","Mizoram","23.1645","92.9376","Residential Area","Aarav Agarwal"
"137","Odisha","20.9517","85.0985","Residential Area","Aarti Bhatia"
"572","Puducherry","11.9416","79.8083","Agricultural Area","Aditya Chopra"
"797","Punjab","31.1471","75.3412","Agricultural Area","Alisha Das"
"601","Rajasthan","27.0238","74.2179","Residential Area","Anika Gupta"
"342","Tamil Nadu","11.1271","78.6569","Agricultural Area","Arjun Jain"
"453","Telengana","18.1124","79.0193","Agricultural Area","Ayush Khanna"
"824","Uttar Pradesh","26.8467","80.9462","Agricultural Area","Chetan Kumar"
"663","Uttarakhand","30.0668","79.0193","Residential Area","Deepak Mehta"
"738","West Bengal","22.9868","87.855","Agricultural Area","Divya Patel"
"991","Andaman and Nicobar Islands","11.7401","92.6586","Non-Agricultural","Gaurav Sharma"
"110","Andhra Pradesh","15.9129","79.74","Non-Agricultural","Ishaan Singh"
"712","Bihar","25.0961","85.3131","Residential Area","Jasmine Srivastava"
"482","Chandigarh","30.7333","76.7794","Non-Agricultural","Kavita Trivedi"
"386","Chhattisgarh","21.2787","81.8661","Residential Area","Mohan Verma"
"723","Delhi","28.7041","77.1025","Residential Area","Neha Agarwal"
"545","Goa","15.2993","74.124","Non-Agricultural","Pooja Bhatia"
"971","Gujarat","22.2587","71.1924","Agricultural Area","Rahul Chopra"
"471","Haryana","29.0588","76.0856","Agricultural Area","Riya Das"
"287","Himachal Pradesh","31.1048","77.1734","Agricultural Area","Sahil Gupta"
"287","Jammu and Kashmir","33.7782","76.5762","Residential Area","Sakshi Jain"
"226","Karnataka","15.3173","75.7139","Agricultural Area","Sanjay Khanna"
"503","Kerala","10.8505","76.2711","Residential Area","Shreya Kumar"
"192","Ladakh","34.2996","78.2932","Non-Agricultural","Tanvi Mehta"
"978","Madhya Pradesh","22.9734","78.6569","Non-Agricultural","Varun Patel"
"421","Maharashtra","19.7515","75.7139","Residential Area","Yash Sharma"
"369","Manipur","24.6637","93.9063","Agricultural Area","Aarav Agarwal"
"621","Mizoram","23.1645","92.9376","Non-Agricultural","Aarti Bhatia"
"738","Odisha","20.9517","85.0985","Non-Agricultural","Aditya Chopra"
"378","Puducherry","11.9416","79.8083","Residential Area","Alisha Das"
"511","Punjab","31.1471","75.3412","Non-Agricultural","Anika Gupta"
"154","Rajasthan","27.0238","74.2179","Residential Area","Arjun Jain"
"496","Tamil Nadu","11.1271","78.6569","Residential Area","Ayush Khanna"
"396","Telengana","18.1124","79.0193","Residential Area","Chetan Kumar"
"722","Uttar Pradesh","26.8467","80.9462","Residential Area","Deepak Mehta"
"704","Uttarakhand","30.0668","79.0193","Agricultural Area","Divya Patel"
"107","West Bengal","22.9868","87.855","Non-Agricultural","Gaurav Sharma"
"276","Andaman and Nicobar Islands","11.7401","92.6586","Non-Agricultural","Ishaan Singh"
"239","Andhra Pradesh","15.9129","79.74","Non-Agricultural","Jasmine Srivastava"
"639","Assam","26.2006","92.9376","Residential Area","Kavita Trivedi"
"573","Bihar","25.0961","85.3131","Non-Agricultural","Mohan Verma"
"874","Chandigarh","30.7333","76.7794","Non-Agricultural","Neha Agarwal"
"737","Chhattisgarh","21.2787","81.8661","Residential Area","Pooja Bhatia"
"221","Delhi","28.7041","77.1025","Non-Agricultural","Rahul Chopra"
"490","Goa","15.2993","74.124","Non-Agricultural","Riya Das"
"673","Gujarat","22.2587","71.1924","Non-Agricultural","Sahil Gupta"
"810","Haryana","29.0588","76.0856","Residential Area","Sakshi Jain"
"229","Himachal Pradesh","31.1048","77.1734","Non-Agricultural","Sanjay Khanna"
"825","Jammu and Kashmir","33.7782","76.5762","Non-Agricultural","Shreya Kumar"
"656","Jharkhand","23.6102","85.2799","Residential Area","Tanvi Mehta"
"538","Karnataka","15.3173","75.7139","Non-Agricultural","Varun Patel"
"443","Kerala","10.8505","76.2711","Agricultural Area","Yash Sharma"
"511","Ladakh","34.2996","78.2932","Agricultural Area","Aarav Agarwal"
"960","Madhya Pradesh","22.9734","78.6569","Residential Area","Aarti Bhatia"
"617","Maharashtra","19.7515","75.7139","Residential Area","Aditya Chopra"
"788","Manipur","24.6637","93.9063","Agricultural Area","Alisha Das"
"734","Mizoram","23.1645","92.9376","Non-Agricultural","Anika Gupta"
"686","Odisha","20.9517","85.0985","Agricultural Area","Arjun Jain"
"308","Puducherry","11.9416","79.8083","Agricultural Area","Ahaan Reddy"
"787","Punjab","31.1471","75.3412","Non-Agricultural","Aizaan Singhania"
"261","Rajasthan","27.0238","74.2179","Residential Area","Akshara Singh"
"564","Tamil Nadu","11.1271","78.6569","Non-Agricultural","Ahaan Agarwal"
"408","Telengana","18.1124","79.0193","Agricultural Area","Alisha Gupta"
"522","Uttar Pradesh","26.8467","80.9462","Non-Agricultural","Anaya Patel"
"508","Uttarakhand","30.0668","79.0193","Non-Agricultural","Anaya Mishra"
"552","Andaman and Nicobar Islands","11.7401","92.6586","Agricultural Area","Anika Banerjee"
"699","Andhra Pradesh","15.9129","79.74","Residential Area","Arya Rao"
"613","Assam","26.2006","92.9376","Non-Agricultural","Atharva Nair"
"999","Bihar","25.0961","85.3131","Agricultural Area","Arnav Singh"
"905","Chandigarh","30.7333","76.7794","Agricultural Area","Ayaan Khan"
"106","Chhattisgarh","21.2787","81.8661","Agricultural Area","Bhavya Kapoor"
"888","Delhi","28.7041","77.1025","Residential Area","Chaitanya Sharma"
"373","Goa","15.2993","74.124","Agricultural Area","Daanyaal Kumar"
"221","Gujarat","22.2587","71.1924","Residential Area","Daksh Gupta"
"418","Haryana","29.0588","76.0856","Residential Area","Dhairya Patel"
"603","Himachal Pradesh","31.1048","77.1734","Non-Agricultural","Dhruv Sharma"
"895","Jammu and Kashmir","33.7782","76.5762","Residential Area","Diva Chopra"
"406","Jharkhand","23.6102","85.2799","Residential Area","Divit Singh"
"433","Karnataka","15.3173","75.7139","Agricultural Area","Divyansh Patel"
"626","Kerala","10.8505","76.2711","Agricultural Area","Drishti Shah"
"826","Ladakh","34.2996","78.2932","Residential Area","Eva Verma"
"217","Madhya Pradesh","22.9734","78.6569","Residential Area","Gauri Mehra"
"357","Maharashtra","19.7515","75.7139","Residential Area","Hridhaan Gupta"
"671","Manipur","24.6637","93.9063","Residential Area","Ishita Sharma"
"697","Mizoram","23.1645","92.9376","Residential Area","Jai Kumar"
"841","Odisha","20.9517","85.0985","Residential Area","Kabir Sharma"
"128","Puducherry","11.9416","79.8083","Agricultural Area","Kaira Patel"
"367","Punjab","31.1471","75.3412","Non-Agricultural","Krisha Reddy"
"963","Rajasthan","27.0238","74.2179","Agricultural Area","Lakshya Singh"
"798","Tamil Nadu","11.1271","78.6569","Agricultural Area","Mahi Narang"
"890","Telengana","18.1124","79.0193","Agricultural Area","Misha Singh"
"782","Uttar Pradesh","26.8467","80.9462","Residential Area","Myra Gupta"
"362","Uttarakhand","30.0668","79.0193","Non-Agricultural","Navya Malhotra"
"797","Andaman and Nicobar Islands","11.7401","92.6586","Non-Agricultural","Neha Shah"
"472","Andhra Pradesh","15.9129","79.74","Non-Agricultural","Neil Agarwal"
"209","Arunachal Pradesh","28.218","94.7278","Residential Area","Niyaan Chopra"
"600","Assam","26.2006","92.9376","Agricultural Area","Nitya Gupta"
"278","Bihar","25.0961","85.3131","Non-Agricultural","Pari Singh"
"923","Chandigarh","30.7333","76.7794","Agricultural Area","Parth Kapoor"
"233","Chhattisgarh","21.2787","81.8661","Agricultural Area","Pihu Shah"
"420","Delhi","28.7041","77.1025","Agricultural Area","Prisha Sharma"
"264","Goa","15.2993","74.124","Agricultural Area","Ranbir Chopra"
"245","Gujarat","22.2587","71.1924","Non-Agricultural","Rhea Sharma"
"387","Haryana","29.0588","76.0856","Non-Agricultural","Riya Patel"
"303","Himachal Pradesh","31.1048","77.1734","Residential Area","Rudra Singh"
"451","Jammu and Kashmir","33.7782","76.5762","Agricultural Area","Saanvi Banerjee"
"666","Jharkhand","23.6102","85.2799","Residential Area","Saanvi Gupta"
"358","Karnataka","15.3173","75.7139","Residential Area","Sahana Kapoor"
"963","Kerala","10.8505","76.2711","Residential Area","Saisha Gupta"
"672","Ladakh","34.2996","78.2932","Agricultural Area","Samar Singh"
"263","Madhya Pradesh","22.9734","78.6569","Residential Area","Sana Verma"
"897","Maharashtra","19.7515","75.7139","Non-Agricultural","Sanvi Mehra"
"767","Manipur","24.6637","93.9063","Non-Agricultural","Sarthak Gupta"
"341","Mizoram","23.1645","92.9376","Non-Agricultural","Shanaya Sharma"
"311","Odisha","20.9517","85.0985","Non-Agricultural","Shaurya Patel"
"487","Puducherry","11.9416","79.8083","Non-Agricultural","Shivansh Singh"
"489","Punjab","31.1471","75.3412","Non-Agricultural","Shreya Kumar"
"875","Rajasthan","27.0238","74.2179","Non-Agricultural","Siddharth Sharma"
"401","Tamil Nadu","11.1271","78.6569","Residential Area","Simran Patel"
"139","Telengana","18.1124","79.0193","Residential Area","Tara Kapoor"
"168","Uttar Pradesh","26.8467","80.9462","Non-Agricultural","Vanya Malhotra"
"218","Uttarakhand","30.0668","79.0193","Non-Agricultural","Vihaan Sharma"
"842","West Bengal","22.9868","87.855","Residential Area","Vivaan Patel"
"816","Andaman and Nicobar Islands","11.7401","92.6586","Agricultural Area","Yuvan Chopra"
